Datetime,Open,High,Low,Close,Volume,IsGap
2023-02-06 09:30:00-05:00,410.32,410.89,408.58,408.74,12932082.0,False
2023-02-06 10:30:00-05:00,408.74,411.2,408.1,411.02,8424589.0,False
2023-02-06 11:30:00-05:00,411.02,411.29,409.33,409.68,5497651.0,False
2023-02-06 12:30:00-05:00,409.65,410.48,409.18,409.73,4689979.0,False
2023-02-06 13:30:00-05:00,409.71,411.05,409.39,410.43,5546452.0,False
2023-02-06 14:30:00-05:00,410.41,410.5,409.02,409.19,6132022.0,False
2023-02-06 15:30:00-05:00,409.19,410.28,408.72,409.91,8710482.0,False
2023-02-07 09:30:00-05:00,408.87,409.58,408.36,408.64,10020576.0,False
2023-02-07 10:30:00-05:00,408.63,410.0,408.49,409.81,5723246.0,False
2023-02-07 11:30:00-05:00,409.83,410.7,409.75,409.86,5105789.0,False
2023-02-07 12:30:00-05:00,409.86,415.16,409.75,409.77,18319650.0,False
2023-02-07 13:30:00-05:00,409.79,412.68,407.65,412.06,16198173.0,False
2023-02-07 14:30:00-05:00,412.08,414.77,411.9,414.68,11063955.0,False
2023-02-07 15:30:00-05:00,414.67,416.49,414.14,415.17,14676395.0,False
2023-02-08 09:30:00-05:00,413.13,414.53,412.77,413.37,13216415.0,False
2023-02-08 10:30:00-05:00,413.35,413.35,410.43,410.8,10018750.0,False
2023-02-08 11:30:00-05:00,410.8,411.81,410.15,411.7,10215983.0,False
2023-02-08 12:30:00-05:00,411.71,412.61,410.69,411.64,7066925.0,False
2023-02-08 13:30:00-05:00,411.64,412.15,410.85,411.17,7167190.0,False
2023-02-08 14:30:00-05:00,411.17,411.55,409.93,410.53,9099063.0,False
2023-02-08 15:30:00-05:00,410.54,411.17,410.29,410.65,11740507.0,False
2023-02-09 09:30:00-05:00,414.41,414.57,412.1,412.3,12246512.0,False
2023-02-09 10:30:00-05:00,412.28,413.25,411.09,411.52,8366035.0,False
2023-02-09 11:30:00-05:00,411.54,412.13,410.92,411.33,6794984.0,False
2023-02-09 12:30:00-05:00,411.34,411.39,409.28,409.8,8852220.0,False
2023-02-09 13:30:00-05:00,409.78,410.5,408.24,408.31,9217047.0,False
2023-02-09 14:30:00-05:00,408.32,408.89,406.58,406.79,11380304.0,False
2023-02-09 15:30:00-05:00,406.78,408.2,405.81,407.12,15012845.0,False
2023-02-10 09:30:00-05:00,405.86,408.11,405.01,407.58,17082357.0,False
2023-02-10 10:30:00-05:00,407.59,407.95,405.86,406.86,8078640.0,False
2023-02-10 11:30:00-05:00,406.86,407.07,405.26,405.87,7030866.0,False
2023-02-10 12:30:00-05:00,405.86,408.14,405.74,407.55,6455386.0,False
2023-02-10 13:30:00-05:00,407.55,407.68,406.36,406.44,6510186.0,False
2023-02-10 14:30:00-05:00,406.44,407.81,406.2,407.14,7866860.0,False
2023-02-10 15:30:00-05:00,407.14,408.44,407.13,408.04,8798779.0,False
2023-02-13 09:30:00-05:00,408.72,410.93,408.24,410.91,11345808.0,False
2023-02-13 10:30:00-05:00,410.92,411.98,410.67,411.65,9203092.0,False
2023-02-13 11:30:00-05:00,411.66,412.42,411.1,412.18,5983631.0,False
2023-02-13 12:30:00-05:00,412.19,412.55,411.63,412.39,5450450.0,False
2023-02-13 13:30:00-05:00,412.4,412.97,411.75,411.82,5791144.0,False
2023-02-13 14:30:00-05:00,411.85,412.02,411.08,411.95,7579753.0,False
2023-02-13 15:30:00-05:00,411.96,412.84,411.94,412.84,13194993.0,False
2023-02-14 09:30:00-05:00,410.29,415.05,409.49,413.38,21513236.0,False
2023-02-14 10:30:00-05:00,413.38,413.74,409.33,409.89,14056836.0,False
